word,stress pattern,frequency,word type
verdunsten,010,0,12,Content
Ausweitung,100,0,51,Content
schlemmen,10,0,47,Content
Rassendiskriminierung,1000000,0,16,Content
erwehren,010,0,31,Content
Landesherr,100,0,04,Content
Ziegel,10,1,77,Content
auswechselbar,1000,0,04,Content
ausgeben,100,12,99,Content
Format,01,2,09,Content
knallhart,10,1,61,Content
Unholdin,100,0,04,Content
groggy,10,0,24,Content
Wandel,10,2,99,Content
Benutzer,010,0,67,Content
Missile,10,0,59,Content
Anthropologie,00001,0,55,Content
Detente,01,0,08,Content
Brause,10,0,55,Content
ereifern,010,0,12,Content
Kimono,010,2,09,Content
gefahrlos,010,0,47,Content
Konzern,01,1,3,Content
Vorwegnahme,0100,0,04,Content
Abenteurer,1000,2,87,Content
kehrtmachen,100,0,08,Content
erdenken,010,0,16,Content
absonderlich,0100,0,28,Content
maulfaul,10,0,04,Content
entwenden,010,0,67,Content
Ausscheidung,100,0,12,Content
Alarmanlage,01000,3,58,Content
wahnsinnig,100,35,4,Content
Tribut,01,3,23,Content
empfindsam,010,0,87,Content
mancherlei,001,0,08,Function
Heller,10,11,58,Content
einbuchten,100,0,71,Content
verspritzen,010,0,16,Content
Zarin,10,1,06,Content
verwandt,01,8,74,Content
linksliberal,1000,0,04,Content
Auftakt,10,0,71,Content
Gepiepe,010,0,04,Content
Trauring,10,0,12,Content
Mimik,10,0,39,Content
vertreten,010,12,72,Content
Flugabwehr,100,0,43,Content
Anschauung,100,0,08,Content
einsortieren,1000,0,04,Content
Vollgas,10,1,89,Content
Pudding,10,5,91,Content
Dickdarm,10,1,1,Content
Ausschweifung,100,0,2,Content
Klarinette,0010,0,63,Content
ordern,10,0,28,Content
teleskopisch,0010,0,04,Content
Seitensprung,100,0,59,Content
Transvestit,001,0,91,Content
inhaltlich,100,0,16,Content
Honorar,001,2,13,Content
totschweigen,100,0,04,Content
Szenario,0100,3,19,Content
Zeugenvernehmung,10000,0,04,Content
Vorspiel,10,3,78,Content
Zehntelsekunde,10000,0,2,Content
Sandmann,10,2,32,Content
siebenfach,100,0,04,Function
Miesmacher,010,0,08,Content
Versuch,01,94,18,Content
zurechtweisen,0100,0,28,Content
Kompromissvorschlag,00100,0,04,Content
Singhalese,0010,0,04,Content
Konferenz,001,7,87,Content
Makel,10,0,47,Content
Spielkarte,100,0,2,Content
demoralisieren,000010,0,2,Content
Abendrot,100,0,47,Content
allerlei,101,0,91,Function
unerschrocken,1000,0,39,Content
Zier,1,1,54,Content
Treffer,10,16,1,Content
abreiten,100,0,08,Content
Treibhauseffekt,1000,0,47,Content
Gegensatz,100,12,64,Content
digital,001,6,42,Content
Festlichkeit,100,0,04,Content
Jubel,10,4,84,Content
Tandem,10,0,2,Content
Standbild,10,1,22,Content
Eiter,10,0,91,Content
Jass,1,0,04,Content
seicht,1,0,31,Content
Raserei,001,0,83,Content
unverwundbar,0010,1,97,Content
Stelldichein,100,0,79,Content
unumkehrbar,0010,0,28,Content
Streifen,10,10,12,Content
unentschuldigt,1000,0,16,Content
Katalog,001,2,83,Content
Telegrafie,0001,0,08,Content
Nachstellung,100,0,08,Content
Kassier,01,0,39,Content
Spaziergang,010,10,39,Content
Lametta,010,0,16,Content
Studienreise,10000,0,12,Content
Kabbala,100,0,28,Content
frischen,10,5,24,Content
Schachbrettmuster,1000,0,04,Content
schippern,10,0,51,Content
unmotiviert,1000,0,08,Content
Standarte,010,0,59,Content
Abgeordnete,10000,2,17,Content
Waisenknabe,1000,0,04,Content
Brezel,10,0,55,Content
raffinieren,0010,0,04,Content
Handelskammer,1000,0,75,Content
deine,10,1297,18,Function
vertiefen,010,1,26,Content
ungeniert,100,0,12,Content
Zuhause,010,63,78,Content
Patenschaft,100,0,04,Content
Buchumschlag,100,0,04,Content
Beamtenbeleidigung,0100000,0,2,Content
wirklichkeitsnah,1000,0,12,Content
Athener,010,0,35,Content
witzlos,10,0,16,Content
andersherum,1000,1,02,Content
engen,10,4,33,Content
verrichten,010,2,01,Content
spinnefeind,101,0,04,Content
Avance,010,0,04,Content
Kurzsichtigkeit,1000,0,12,Content
Provokation,00001,1,77,Content
Wohnhaus,10,0,63,Content
Zwiesprache,100,0,12,Content
Segelflug,100,0,04,Content
beherrschen,010,12,64,Content
Sergeant,01,44,14,Content
brodeln,10,0,39,Content
beteiligen,0100,2,72,Content
phantastisch,010,7,44,Content
Zielort,10,1,85,Content
Aprilscherz,010,0,08,Content
Harfe,10,1,1,Content
Abhang,10,0,67,Content
Nachhilfe,100,2,83,Content
zerreden,010,0,08,Content
ratsam,10,1,34,Content
zusammenhaben,01000,0,04,Content
Gezanke,010,0,28,Content
Niedlichkeit,100,0,04,Content
Randgebiet,100,0,24,Content
unausweichlich,0010,0,98,Content
Formalismus,0010,0,04,Content
Tweed,1,1,02,Content
Kegelbahn,100,0,35,Content
Messias,010,1,97,Content
Lieferwagen,1000,4,76,Content
Selbsterhaltung,1000,0,47,Content
stimmig,10,0,24,Content
zerlegbar,010,0,04,Content
Fernsehansager,10000,0,12,Content
durchlassen,100,1,61,Content
gleichsam,10,0,04,Content
unbekannt,100,8,82,Content
Mist,1,111,66,Content
entsagen,010,0,67,Content
zwischendurch,001,2,32,Content
umschmeicheln,010,0,04,Content
Holzhaus,10,0,04,Content
Lederjacke,1000,1,61,Content
Benzin,01,18,98,Content
Computer,010,72,99,Content
Referent,001,0,08,Content
Tiergarten,100,0,08,Content
einbrechen,100,3,94,Content
Spin,1,0,35,Content
Kapitalismus,00010,1,85,Content
Mahnmal,10,0,08,Content
laienhaft,100,0,08,Content
Salut,01,2,91,Content
Apostel,010,1,89,Content
willensstark,100,0,24,Content
nichtig,10,1,1,Content
parieren,010,0,35,Content
Flut,1,6,14,Content
Krawallmacher,0100,0,04,Content
jungenhaft,100,0,24,Content
Leichtfertigkeit,1000,0,08,Content
geisteskrank,100,2,76,Content
Amputation,00001,0,67,Content
durchblicken,100,0,43,Content
ausgehen,100,33,07,Content
Vorbeugung,100,0,16,Content
aggressiv,001,6,54,Content
ungelegen,1000,2,56,Content
Metallarbeiter,01000,0,28,Content
simplifizieren,00010,0,12,Content
Rondell,01,0,04,Content
Verlust,01,20,91,Content
schiedsrichterlich,1000,0,04,Content
ab,1,688,06,Content
Teilhaberschaft,1000,0,08,Content
Kontamination,000001,2,13,Content
Gehirn,01,53,94,Content
gesund,01,48,94,Content
umwenden,100,0,08,Content
Kontur,01,0,16,Content
Nerzmantel,100,0,08,Content
ungenutzt,100,0,47,Content
Heidelbeere,1000,0,24,Content
Feger,10,1,22,Content
hochgestellt,100,0,04,Content
fundamental,0001,0,12,Content
Ungeziefer,1000,3,31,Content
nominell,001,0,08,Content
Grundregel,100,0,39,Content
Slibowitz,100,0,08,Content
vertilgen,010,0,24,Content
impertinent,0001,0,12,Content
einlochen,100,1,57,Content
Truck,1,19,61,Content
samt,1,3,54,Content
Schinder,10,0,12,Content
Wauwau,10,0,24,Content
Fragerei,001,0,59,Content
unverzichtbar,0010,0,55,Content
Verbindungsmann,0100,1,18,Content
Beifahrer,100,0,94,Content
Roller,10,2,95,Content
durchleben,100,1,18,Content
Gutsherr,10,0,47,Content
zermahlen,010,0,39,Content
Heftigkeit,100,0,12,Content
Gegenwart,100,15,79,Content
Tafel,10,9,53,Content
heruntermachen,01000,0,08,Content
Spezi,10,0,12,Content
sezieren,010,0,94,Content
Vollstreckung,010,0,71,Content
weit,1,269,46,Content
Renaissance,001,1,34,Content
Wellblech,10,0,08,Content
austoben,100,0,71,Content
zugegen,010,0,67,Content
Lento,10,0,87,Content
Handlungsfreiheit,1000,0,35,Content
Verschnitt,01,0,24,Content
Rasierseife,0100,0,08,Content
Gutshof,10,0,04,Content
laben,10,0,67,Content
minutenlang,0100,0,04,Content
Steuerzahler,1000,1,42,Content
unterentwickelt,10000,0,28,Content
aufsparen,100,0,31,Content
Verteidigungsminister,0100000,3,03,Content
Reling,10,0,59,Content
Enthaltsamkeit,0100,0,28,Content
unehrlich,100,1,73,Content
erklingen,010,0,94,Content
Exemplar,001,5,67,Content
Entmutigung,0100,0,04,Content
Hauptberuf,100,0,12,Content
Theorie,001,22,6,Content
Doppelpunkt,100,0,12,Content
weitermachen,1000,32,28,Content
Jahrtausend,100,1,65,Content
Unvernunft,100,0,04,Content
brennen,10,15,35,Content
programmieren,0010,3,23,Content
Professorin,0010,1,22,Content
Lunch,1,2,48,Content
hinzu,01,8,23,Content
Fingerbreit,100,0,2,Content
Felswand,10,0,51,Content
abgesehen,1000,37,72,Content
auftanken,100,1,06,Content
deskriptiv,001,0,04,Content
hochgestochen,1000,0,2,Content
Tiefgang,10,0,71,Content
Biograph,001,0,2,Content
Speckstein,10,0,16,Content
Durchschnittsgeschwindigkeit,100000,0,08,Content
impressionistisch,000010,0,08,Content
zusehends,100,0,35,Content
vorne,10,59,18,Content
Lakai,01,0,87,Content
Antwort,10,93,59,Content
Chemikalie,00100,1,65,Content
Speerwerfen,100,0,12,Content
extra,10,33,15,Content
wohltun,10,0,08,Content
zutreten,100,0,08,Content
Makramee,001,0,04,Content
unwesentlich,1000,0,24,Content
Radkappe,100,0,24,Content
Schonung,10,0,04,Content
Schnellhefter,100,0,04,Content
Zwergin,10,0,28,Content
Tetralogie,0001,0,04,Content
Schnecke,10,2,95,Content
tingeln,10,0,08,Content
angstvoll,10,0,04,Content
Attraktion,0001,1,1,Content
katholisch,010,2,48,Content
Privatangelegenheit,0100000,0,63,Content
Schutzanzug,100,0,43,Content
Steg,1,0,67,Content
Bise,10,0,12,Content
Altphilologe,10000,0,04,Content
Sachregister,1000,0,04,Content
Schmeichelei,001,0,83,Content
voraussagen,0100,1,54,Content
linke,10,17,13,Content
Kanalisation,000001,3,82,Content
Heilanstalt,100,0,28,Content
Wohlklang,10,0,08,Content
Pensionat,0001,0,31,Content
hintreten,100,0,47,Content
Rehabilitation,0000001,1,46,Content
abstinent,001,0,16,Content
Glorienschein,1000,0,16,Content
Stadtmitte,100,0,87,Content
thrombotisch,010,0,04,Content
Beratung,010,2,4,Content
Gerste,10,0,51,Content
Regression,0001,0,43,Content
Trichter,10,0,79,Content
Kumpan,01,0,16,Content
Gegebenheit,0100,0,16,Content
Turnhalle,100,1,85,Content
Gewahrsam,010,8,39,Content
aufschlussreich,100,0,75,Content
rufen,10,112,09,Content
Taler,10,0,16,Content
Blutzucker,100,1,46,Content
Abend,10,370,01,Content
erfassbar,010,0,08,Content
Zuneigung,100,6,58,Content
Knecht,1,2,01,Content
Altan,01,0,04,Content
Inkarnation,00001,0,28,Content
kranklachen,100,0,08,Content
skurril,01,0,43,Content
Puzzlespiel,100,0,39,Content
Transparentpapier,00100,0,04,Content
pauschal,01,0,04,Content
Korken,10,1,93,Content
Metzgerei,001,0,83,Content
unverkennbar,0010,0,59,Content
abnagen,100,0,08,Content
fortpflanzen,100,0,55,Content
instruieren,0010,0,04,Content
Lattenzaun,100,0,12,Content
Notenbank,100,0,04,Content
Schulter,10,22,52,Content
Pfau,1,1,1,Content
Suppenhuhn,100,0,43,Content
Superior,0100,0,24,Content
wittern,10,0,75,Content
Reporter,010,17,76,Content
bumsen,10,8,39,Content
faschistisch,010,0,04,Content
Thriller,10,1,3,Content
Spottdrossel,100,0,12,Content
hochbekommen,1000,0,12,Content
Sucher,10,1,02,Content
Fassbier,10,0,12,Content
hinabsteigen,0100,0,24,Content
Pullover,010,5,24,Content
Muskateller,0010,0,08,Content
Zehenspitze,1000,0,12,Content
heimzahlen,100,1,34,Content
gesunden,010,4,13,Content
schnallen,10,3,5,Content
Vergeltung,010,6,58,Content
doppelsinnig,1000,0,04,Content
Oberingenieur,100000,0,12,Content
Spraydose,100,0,24,Content
furchtlos,10,2,05,Content
Schleuse,10,2,13,Content
verschenken,010,1,93,Content
Auffindung,100,0,04,Content
Verkehrsinsel,0100,0,04,Content
unaussprechlich,0010,0,2,Content
Terrorist,001,9,61,Content
Entrecote,001,0,04,Content
Unsicherheit,1000,2,4,Content
Kriegslist,10,0,47,Content
Kindlichkeit,100,0,08,Content
Teilnahme,100,1,89,Content
dekodieren,0010,0,24,Content
Expressionismus,000010,0,08,Content
Armaturenbrett,00100,1,42,Content
Zellmembran,100,0,04,Content
Belieferung,0100,0,04,Content
Installateur,0001,0,28,Content
Geschehnis,010,0,04,Content
Devise,010,0,83,Content
Schwermetall,100,0,12,Content
Radiologie,00001,0,55,Content
abputzen,100,0,2,Content
Ideologie,00001,0,55,Content
Selen,01,0,12,Content
Gamma,10,1,77,Content
systemfeindlich,0100,0,04,Content
Falschheit,10,0,31,Content
Nebelwand,100,0,08,Content
Stilett,01,0,12,Content
Wetterbericht,1000,1,77,Content
Vergebung,010,10,08,Content
vorhersehbar,0100,1,54,Content
korpulent,001,0,2,Content
vaginal,001,0,24,Content
untergeben,0010,0,2,Content
Abraum,10,0,04,Content
verschleiern,010,1,06,Content
Komponente,0010,1,5,Content
Mandarine,0010,0,71,Content
Wiedererweckung,10000,0,2,Content
wetzen,10,0,12,Content
anschneiden,100,0,83,Content
Schwan,1,1,54,Content
unterjochen,0010,0,28,Content
rundheraus,101,0,04,Content
Bauvorhaben,1000,0,47,Content
Messer,10,51,07,Content
Eruptivgestein,00100,0,47,Content
Harmonisierung,00010,0,08,Content
spannend,10,8,46,Content
anschmieren,100,0,08,Content
nominal,001,0,16,Content
Expansion,0001,0,94,Content
soziologisch,00010,0,04,Content
Landung,10,7,76,Content
Verfall,01,1,73,Content
unverletzlich,0010,0,2,Content
Absenz,01,0,04,Content
zielstrebig,100,0,59,Content
Unterton,100,0,55,Content
Veranlagung,0100,0,51,Content
Weizenfeld,100,0,35,Content
Kleinod,10,0,47,Content
Dachboden,100,3,19,Content
erfreulich,010,2,24,Content
beauftragen,0100,1,26,Content
Sender,10,21,5,Content
Jungfrau,10,17,6,Content
Morphologie,0001,0,59,Content
Spanner,10,2,64,Content
Begriff,01,15,47,Content
belichten,010,0,08,Content
umeinander,0010,0,51,Content
Destruktion,0001,0,04,Content
Eis,1,46,69,Content
taxieren,010,0,04,Content
befallen,010,2,2,Content
randalieren,0010,0,16,Content
Studio,100,23,15,Content
Marktanteil,100,0,16,Content
Patin,10,0,08,Content
Schauspieler,100,49,37,Content
verheerend,010,0,98,Content
Gesandte,010,0,75,Content
Windhund,10,0,35,Content
beiseite,010,10,87,Content
Befreier,010,0,47,Content
unorthodox,1000,0,91,Content
straffrei,10,0,16,Content
heiter,10,2,48,Content
Lebewesen,1000,7,83,Content
Neugestaltung,1000,0,04,Content
Werwolf,10,2,91,Content
heimatlos,100,0,55,Content
Korrektor,010,0,04,Content
endlich,10,218,24,Content
vorrangig,100,0,75,Content
Plenum,10,0,04,Content
Scherz,1,38,27,Content
vernehmen,010,1,42,Content
Unternehmung,0010,0,43,Content
leer,1,39,88,Content
Auffanglager,1000,0,08,Content
Wellpappe,100,0,04,Content
Brunst,1,0,04,Content
Rotarier,0100,0,08,Content
Ausreise,100,0,55,Content
rasten,10,2,28,Content
Bereitstellung,0100,0,04,Content
Alkoholikerin,001000,1,97,Content
Verzerrung,010,0,35,Content
Lektion,001,17,44,Content
Feld,1,26,02,Content
inhaftieren,0010,0,08,Content
Blick,1,63,86,Content
bellen,10,4,92,Content
Entzug,01,3,46,Content
Parfum,01,3,11,Content
wiedererlangen,10000,0,75,Content
Binokel,010,0,08,Content
unbescheiden,1000,0,08,Content
Fachmann,10,2,13,Content
einkassieren,1000,0,87,Content
Kerze,10,6,77,Content
ausbuddeln,100,0,2,Content
Liederabend,1000,0,04,Content
Verpachtung,010,0,04,Content
Investierung,0010,0,04,Content
Suppenterrine,10000,0,08,Content
Lockmittel,100,0,12,Content
behaglich,010,0,39,Content
Asien,100,4,33,Content
Karnivore,0010,0,04,Content
Festzelt,10,0,04,Content
einwechseln,100,0,08,Content
umbringen,100,106,82,Content
unauffindbar,0010,1,5,Content
Fusel,10,0,83,Content
Untertasse,1000,0,55,Content
Urmensch,10,0,04,Content
Knorpel,10,0,67,Content
simulieren,0010,1,22,Content
bestechen,010,4,57,Content
mehrfach,10,2,32,Content
Ahnung,10,238,71,Content
Schaltung,10,0,87,Content
Diagnose,0010,9,06,Content
Meisterschaft,100,3,66,Content
voraussetzen,0100,0,31,Content
heraus,01,99,41,Content
Apparatur,0001,1,1,Content
gestatten,010,9,02,Content
Unze,10,1,42,Content
Grundsatz,10,2,05,Content
Business,10,4,92,Content
Umtausch,10,0,24,Content
behende,010,0,04,Content
schon,1,2828,18,Content
haargenau,100,1,93,Content
Sperrung,10,0,08,Content
Enthauptung,010,0,39,Content
ausfiltern,100,0,04,Content
Madam,01,23,58,Content
Stickstoff,10,1,73,Content
Wunschbild,10,0,04,Content
Ruderhaus,100,0,04,Content
Abendmahl,100,1,06,Content
Verkommenheit,0100,0,16,Content
gesondert,010,0,16,Content
Pompon,01,0,04,Content
Tanzsaal,10,0,59,Content
altgriechisch,100,0,24,Content
Ausmusterung,1000,0,08,Content
bourgeois,001,0,28,Content
verursachen,0100,10,71,Content
Sole,10,1,46,Content
hochspringen,100,0,35,Content
Geltung,10,0,94,Content
Reifung,10,0,16,Content
Schrubber,10,0,16,Content
Tennisplatz,100,0,87,Content
diversifizieren,000010,0,2,Content
Samenerguss,1000,0,31,Content
Wohnzimmer,100,11,73,Content
Stolperdraht,100,0,28,Content
langfristig,100,0,79,Content
Advokat,001,0,16,Content
Tintenfleck,100,0,24,Content
gedient,01,6,81,Content
Phase,10,14,53,Content
puritanisch,0010,0,16,Content
unvorteilhaft,1000,0,24,Content
Pest,1,5,67,Content
Buchweizen,100,0,2,Content
Klischee,01,3,27,Content
mutwillig,100,0,24,Content
Wochenende,1000,39,21,Content
wahren,10,27,21,Content
demonstrieren,0010,3,07,Content
hellsehen,100,0,91,Content
Toreinfahrt,100,0,04,Content
exorbitant,0001,0,08,Content
Frikassee,001,0,24,Content
Skilehrer,100,0,2,Content
ihretwillen,1010,0,47,Content
Wechselschalter,1000,0,04,Content
Wiederaufnahme,00100,0,35,Content
gravieren,010,0,08,Content
achteinhalb,101,0,31,Function
parken,10,7,76,Content
unsererseits,1001,0,12,Content
auslecken,100,0,08,Content
anberaumen,1000,0,12,Content
Realisation,000001,0,2,Content
hinterlistig,1000,0,55,Content
deformieren,0010,0,04,Content
Kanada,100,16,93,Content
Nationalstolz,00010,0,04,Content
ewiglich,100,0,63,Content
Manufaktur,0001,0,04,Content
ausbringen,100,1,18,Content
Reduzierung,0010,0,24,Content
Religion,0001,12,4,Content
Gabel,10,4,53,Content
unbedeutend,1000,2,36,Content
Berichterstattung,01000,1,1,Content
polemisieren,00010,0,04,Content
schlammig,10,0,08,Content
Gottesdienst,100,2,01,Content
Weltbank,10,0,35,Content
plausibel,010,1,5,Content
Albernheit,100,0,2,Content
Fall,1,266,78,Content
Viper,10,6,61,Content
weggeben,100,1,34,Content
unmenschlich,100,2,95,Content
abfertigen,1000,0,2,Content
meiden,10,3,54,Content
verstopfen,010,0,98,Content
geradebiegen,01000,0,31,Content
knapsen,10,0,04,Content
Hauptschlagader,1000,0,63,Content
erworben,010,2,64,Content
abfliegen,100,0,47,Content
Goldschnitt,10,0,08,Content
Taufpate,100,0,08,Content
erleben,010,24,17,Content
kategorisch,0010,0,04,Content
Gerechtigkeit,0100,26,58,Content
Sachverhalt,100,0,55,Content
Meerrettich,100,0,2,Content
Hinwendung,100,0,04,Content
Autowerkstatt,1000,0,94,Content
Vorwand,10,4,96,Content
bessergehen,1000,0,12,Content
Torwache,100,0,04,Content
verarzten,010,0,91,Content
Usus,10,0,04,Content
Puder,10,1,85,Content
Warenhaus,100,0,31,Content
gruppendynamisch,10000,0,04,Content
Testpilot,100,0,16,Content
Hang,1,2,8,Content
eingebildet,1000,5,71,Content
zusammenpressen,01000,0,16,Content
ungezogen,1000,2,68,Content
erbaulich,010,0,28,Content
Galerie,001,4,69,Content
Heiratsschwindler,1000,0,08,Content
Bimmel,10,0,12,Content
Leistung,10,14,02,Content
Abklatsch,10,0,35,Content
Hiatus,010,0,04,Content
Portiersfrau,0010,0,04,Content
Wucherei,001,0,08,Content
Immatrikulation,0000001,0,08,Content
Bank,1,57,44,Content
augenscheinlich,1000,0,43,Content
Quadratwurzel,0100,0,28,Content
richtigstellen,1000,0,24,Content
Heimreise,100,0,87,Content
Toxikologe,00010,0,08,Content
Sensationspresse,000100,0,16,Content
Sprache,10,36,89,Content
Urtyp,10,0,04,Content
gebrauchen,010,36,46,Content
Relikt,01,1,61,Content
phantasievoll,0010,0,08,Content
pappen,10,0,08,Content
einhaken,100,0,24,Content
durchhalten,100,8,11,Content
Garbe,10,0,04,Content
Quadratkilometer,010000,1,26,Content
Verschmutzung,010,1,14,Content
Erlaucht,01,0,04,Content
Ansinnen,100,0,12,Content
einweihen,100,2,32,Content
Kunstausstellung,1000,0,2,Content
Kriegsende,100,0,91,Content
Beleg,01,0,83,Content
atheistisch,0010,0,04,Content
Turnanzug,100,0,08,Content
Inhalt,10,6,14,Content
erstellen,010,4,49,Content
hinterlassen,0010,39,21,Content
lila,10,5,75,Content
Bader,10,0,04,Content
traut,1,6,34,Content
ungewiss,100,1,73,Content
Sphinx,1,1,06,Content
bezwecken,010,0,87,Content
Trimm,1,0,08,Content
praktisch,10,23,03,Content
Forschungsarbeit,1000,0,47,Content
friedlich,10,13,82,Content
Hintern,10,54,02,Content
Reiter,10,5,04,Content
Anna,10,39,25,Content
Trapez,01,0,2,Content
hingegen,010,3,58,Content
Herbst,1,7,68,Content
Mama,01,196,78,Content
Portwein,10,0,55,Content
Stacheldraht,100,1,34,Content
aussichtslos,100,2,24,Content
Schwede,10,0,91,Content
Langfinger,100,0,28,Content
melodramatisch,00010,1,1,Content
Tonmeister,100,0,24,Content
Etappe,010,0,59,Content
derb,1,0,43,Content
Sou,1,0,39,Content
Schulklasse,100,0,35,Content
Aufwiegler,100,0,16,Content
abwischen,100,2,95,Content
Schafskopf,10,0,55,Content
gesetzwidrig,0100,0,31,Content
Tee,1,59,06,Content
Radweg,10,0,08,Content
Lustgarten,100,0,08,Content
Mikrowelle,1000,3,74,Content
Alltag,10,3,7,Content
Spezialtraining,00100,0,08,Content
unkultiviert,1000,0,04,Content
Kursus,10,0,71,Content
Niederkunft,100,0,43,Content
Namenstag,100,0,28,Content
Tang,1,3,98,Content
Schneeballschlacht,100,0,16,Content
Krankenhaus,100,116,3,Content
Allradantrieb,1000,0,16,Content
schreien,10,42,92,Content
deftig,10,0,16,Content
Flirt,1,1,42,Content
Gondel,10,1,26,Content
anschaffen,100,2,05,Content
Administrator,00010,0,35,Content
Plumps,1,0,08,Content
Vogelperspektive,100000,0,12,Content
Furore,010,0,2,Content
